DEBUG: General     , 1681170763087> 172.989> LoggerManager.init                  > Initializing...
LOG  : General     , 1681181806921> 11.216.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181806981> 11.216.873> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681181806982> 11.216.873> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681181806982> 11.216.873> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681181806982> 11.216.873> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681181811920> 11.221.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181816921> 11.226.813> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181822020> 11.231.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181827120> 11.237.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181832107> 11.241.999> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181837220> 11.247.111> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181837814> 11.247.706> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681181837815> 11.247.706> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681181837815> 11.247.706> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681181837815> 11.247.706> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681181842224> 11.252.116> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181847320> 11.257.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181852320> 11.262.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181857320> 11.267.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181862420> 11.272.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181867420> 11.277.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181872520> 11.282.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181877608> 11.287.500> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181882620> 11.292.512> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181883905> 11.293.797> shared-descriptor: added id=1001
LOG  : General     , 1681181887620> 11.297.512> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181892720> 11.302.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181892993> 11.302.885> shared-descriptor: released id=1001
LOG  : General     , 1681181896669> 11.306.560> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681181896669> 11.306.561> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681181896669> 11.306.561> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681181896670> 11.306.561> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681181897820> 11.307.712> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181901380> 11.311.272> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681181901380> 11.311.272> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681181901380> 11.311.272> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681181901381> 11.311.273> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681181902920> 11.312.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181908019> 11.317.911> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181913119> 11.323.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181918120> 11.328.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181923120> 11.333.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181928120> 11.338.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181933224> 11.343.116> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181938220> 11.348.111> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181943320> 11.353.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181948325> 11.358.216> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181951610> 11.361.502> [10-04-23 23:59:11.610] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1681181951611> 11.361.503> [10-04-23 23:59:11.611] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198082500592
LOG  : Network     , 1681181951611> 11.361.503> [10-04-23 23:59:11.611] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198082500592
LOG  : Network     , 1681181951611> 11.361.503> [10-04-23 23:59:11.611] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1681181951611> 11.361.503> [10-04-23 23:59:11.611] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1681181951611> 11.361.503> [10-04-23 23:59:11.611] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198082500592
LOG  : General     , 1681181952278> 11.362.170> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681181952278> 11.362.170> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681181952279> 11.362.171> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681181952279> 11.362.171> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : Network     , 1681181952706> 11.362.597> [10-04-23 23:59:12.706] > ZNet: Finally disconnected client 76561198082500592
LOG  : Network     , 1681181952706> 11.362.598> [10-04-23 23:59:12.706] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1681181952707> 11.362.598> [10-04-23 23:59:12.707] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198082500592
LOG  : Network     , 1681181952707> 11.362.598> [10-04-23 23:59:12.707] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1681181952710> 11.362.601> [10-04-23 23:59:12.710] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : Network     , 1681181953305> 11.363.197> [10-04-23 23:59:13.305] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1681181953305> 11.363.197> [10-04-23 23:59:13.305] > ZNet: OnP2PSessionRequest: idx=4 SteamID=76561198082500592
LOG  : Network     , 1681181953322> 11.363.214> [10-04-23 23:59:13.322] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : General     , 1681181953424> 11.363.316> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181957040> 11.366.931> [10-04-23 23:59:17.040] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957040> 11.366.932> [10-04-23 23:59:17.040] > ZNet: Disconnect: Unknown sender (1101) SteamID=76561198082500592
LOG  : Network     , 1681181957050> 11.366.942> [10-04-23 23:59:17.050] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957060> 11.366.952> [10-04-23 23:59:17.060] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957060> 11.366.952> [10-04-23 23:59:17.060] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957070> 11.366.962> [10-04-23 23:59:17.070] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957080> 11.366.972> [10-04-23 23:59:17.080] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957090> 11.366.982> [10-04-23 23:59:17.090] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957100> 11.366.992> [10-04-23 23:59:17.100] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957110> 11.367.002> [10-04-23 23:59:17.110] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957110> 11.367.002> [10-04-23 23:59:17.110] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957120> 11.367.012> [10-04-23 23:59:17.120] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957130> 11.367.022> [10-04-23 23:59:17.130] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957140> 11.367.032> [10-04-23 23:59:17.140] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957151> 11.367.042> [10-04-23 23:59:17.151] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957161> 11.367.052> [10-04-23 23:59:17.161] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957171> 11.367.062> [10-04-23 23:59:17.171] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957181> 11.367.072> [10-04-23 23:59:17.181] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957191> 11.367.082> [10-04-23 23:59:17.191] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957201> 11.367.092> [10-04-23 23:59:17.201] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957211> 11.367.102> [10-04-23 23:59:17.211] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957211> 11.367.102> [10-04-23 23:59:17.211] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957221> 11.367.112> [10-04-23 23:59:17.221] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957231> 11.367.122> [10-04-23 23:59:17.231] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957241> 11.367.132> [10-04-23 23:59:17.241] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957251> 11.367.143> [10-04-23 23:59:17.251] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957251> 11.367.143> [10-04-23 23:59:17.251] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957261> 11.367.153> [10-04-23 23:59:17.261] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957271> 11.367.163> [10-04-23 23:59:17.271] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957281> 11.367.173> [10-04-23 23:59:17.281] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957291> 11.367.183> [10-04-23 23:59:17.291] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957291> 11.367.183> [10-04-23 23:59:17.291] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957301> 11.367.193> [10-04-23 23:59:17.301] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957311> 11.367.203> [10-04-23 23:59:17.311] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957321> 11.367.213> [10-04-23 23:59:17.321] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957331> 11.367.223> [10-04-23 23:59:17.331] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957331> 11.367.223> [10-04-23 23:59:17.331] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957338> 11.367.230> [10-04-23 23:59:17.338] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957338> 11.367.230> [10-04-23 23:59:17.338] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957349> 11.367.241> [10-04-23 23:59:17.349] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957349> 11.367.241> [10-04-23 23:59:17.349] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957359> 11.367.251> [10-04-23 23:59:17.359] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957369> 11.367.261> [10-04-23 23:59:17.369] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957374> 11.367.266> [10-04-23 23:59:17.374] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957374> 11.367.266> [10-04-23 23:59:17.374] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957384> 11.367.276> [10-04-23 23:59:17.384] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957384> 11.367.276> [10-04-23 23:59:17.384] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957394> 11.367.286> [10-04-23 23:59:17.394] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957404> 11.367.296> [10-04-23 23:59:17.404] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957414> 11.367.306> [10-04-23 23:59:17.414] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957424> 11.367.316> [10-04-23 23:59:17.424] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957434> 11.367.326> [10-04-23 23:59:17.434] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957444> 11.367.336> [10-04-23 23:59:17.444] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957454> 11.367.346> [10-04-23 23:59:17.454] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957464> 11.367.356> [10-04-23 23:59:17.464] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957475> 11.367.366> [10-04-23 23:59:17.475] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957485> 11.367.376> [10-04-23 23:59:17.485] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957495> 11.367.386> [10-04-23 23:59:17.495] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957505> 11.367.396> [10-04-23 23:59:17.505] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957515> 11.367.406> [10-04-23 23:59:17.515] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957525> 11.367.416> [10-04-23 23:59:17.525] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957535> 11.367.426> [10-04-23 23:59:17.535] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957545> 11.367.436> [10-04-23 23:59:17.545] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957545> 11.367.436> [10-04-23 23:59:17.545] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957555> 11.367.447> [10-04-23 23:59:17.555] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957655> 11.367.547> [10-04-23 23:59:17.655] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957746> 11.367.637> [10-04-23 23:59:17.746] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957846> 11.367.737> [10-04-23 23:59:17.846] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181957956> 11.367.847> [10-04-23 23:59:17.956] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181958046> 11.367.937> [10-04-23 23:59:18.046] > ZNet: RakNetRecvFrom: Unknown sender 76561198082500592
LOG  : Network     , 1681181958105> 11.367.996> [10-04-23 23:59:18.104] > ZNet: Finally disconnected client 76561198082500592
LOG  : Network     , 1681181958105> 11.367.997> [10-04-23 23:59:18.105] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1681181958105> 11.367.997> [10-04-23 23:59:18.105] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198082500592
LOG  : Network     , 1681181958106> 11.367.997> [10-04-23 23:59:18.106] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1681181958109> 11.368.000> [10-04-23 23:59:18.109] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : General     , 1681181958520> 11.368.412> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181958606> 11.368.498> [10-04-23 23:59:18.606] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1681181958607> 11.368.499> [10-04-23 23:59:18.607] > ZNet: OnP2PSessionRequest: idx=4 SteamID=76561198082500592
LOG  : Network     , 1681181958623> 11.368.515> [10-04-23 23:59:18.623] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1681181961193> 11.371.084> [10-04-23 23:59:21.193] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1681181961193> 11.371.085> [10-04-23 23:59:21.193] > ZNet: OnClosedConnection: reason=ConnectionLost port=256
LOG  : Network     , 1681181961193> 11.371.085> [10-04-23 23:59:21.193] > ConnectionManager: [RakNet] "connection-lost" connection: guid=990792194107091926 ip=60.114.144.186 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Disconnected"
LOG  : Network     , 1681181961211> 11.371.103> Disconnected player "joaoZinBALATENSA" 76561198082500592
LOG  : Network     , 1681181961211> 11.371.103> [10-04-23 23:59:21.211] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=990792194107091926 ip=60.114.144.186 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Disconnected"
LOG  : General     , 1681181963618> 11.373.511> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181968622> 11.378.513> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181973704> 11.383.596> [10-04-23 23:59:33.704] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionConnectFail
LOG  : Network     , 1681181973705> 11.383.596> [10-04-23 23:59:33.705] > ZNet: OnP2PSessionConnectFail: "Timeout"
LOG  : General     , 1681181973720> 11.383.612> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181975500> 11.385.391> [10-04-23 23:59:35.500] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1681181975500> 11.385.392> [10-04-23 23:59:35.500] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1681181975500> 11.385.392> [10-04-23 23:59:35.500] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1681181975500> 11.385.392> [10-04-23 23:59:35.500] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1681181975500> 11.385.392> [10-04-23 23:59:35.500] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : General     , 1681181978720> 11.388.611> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181983820> 11.393.711> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181988819> 11.398.711> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681181990832> 11.400.723> [10-04-23 23:59:50.832] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1681181990832> 11.400.724> [10-04-23 23:59:50.832] > ZNet: OnNewConnection: 62.136.157.165:256 incoming=1 state=Connected
LOG  : Network     , 1681181990833> 11.400.725> [10-04-23 23:59:50.833] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681181990833> 11.400.725> [10-04-23 23:59:50.833] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=990792194107091926 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1681181991103> 11.400.995> [10-04-23 23:59:51.103] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1681181991103> 11.400.995> [10-04-23 23:59:51.103] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1681181991103> 11.400.995> [10-04-23 23:59:51.103] > ZNet: Client has begun authentication
LOG  : Network     , 1681181991103> 11.400.995> [10-04-23 23:59:51.103] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : Network     , 1681181991103> 11.400.995> [10-04-23 23:59:51.103] > ZNet: got token from the client
LOG  : Network     , 1681181991103> 11.400.996> [10-04-23 23:59:51.103] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1681181991104> 11.400.996> [10-04-23 23:59:51.104] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1681181991415> 11.401.307> [10-04-23 23:59:51.415] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1681181991416> 11.401.307> [10-04-23 23:59:51.415] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198082500592
LOG  : Network     , 1681181991416> 11.401.307> [10-04-23 23:59:51.416] > ZNet: Auth succeeded
LOG  : Network     , 1681181991416> 11.401.307> [10-04-23 23:59:51.416] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1681181991416> 11.401.307> [10-04-23 23:59:51.416] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1681181991451> 11.401.342> VoiceManager.VoiceConnectAccept     > uuid=dc0004047fbabd6
LOG  : Network     , 1681181991457> 11.401.348> [10-04-23 23:59:51.457] > ConnectionManager: [receive-packet] "login" connection: guid=990792194107091926 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1681181991457> 11.401.348> [10-04-23 23:59:51.457] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681181991457> 11.401.349> [10-04-23 23:59:51.457] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1681181991457> 11.401.349> [10-04-23 23:59:51.457] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
DEBUG: Multiplayer , 1681181991458> 11.401.349> GameServer.receiveLogin             > 76561198082500592 isCoopHost=false
LOG  : Network     , 1681181991458> 11.401.350> [10-04-23 23:59:51.458] > ConnectionManager: [receive-packet] "client-connect" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
LOG  : Network     , 1681181991460> 11.401.352> Connected new client joaoZinBALATENSA ID # 8
DEBUG: Multiplayer , 1681181991462> 11.401.353> RequestDataPacket.sendConnectingDetails> ConnectionDetails 54092b
LOG  : Network     , 1681181991462> 11.401.354> [10-04-23 23:59:51.462] > ConnectionManager: [send-packet] "connection-details" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
LOG  : General     , 1681181993821> 11.403.713> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681181998920> 11.408.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182003700> 11.413.591> coop player=1/4 username="monicao da 13" is joining
LOG  : General     , 1681182003700> 11.413.592> coop player=1/4 username="monicao da 13" is replacing dead player
LOG  : Network     , 1681182003700> 11.413.592> Disconnected player "monicao da 13" 76561198226339992
LOG  : General     , 1681182003701> 11.413.593> Player with PlayerID ='4' not found!
LOG  : General     , 1681182003920> 11.413.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182005085> 11.414.976> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182005085> 11.414.977> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182005086> 11.414.977> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182005086> 11.414.977> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182005485> 11.415.376> coop player=1/4 username="monicao da 13" player info received
LOG  : Network     , 1681182005485> 11.415.376> [11-04-23 00:00:05.485] > ConnectionManager: [receive-packet] "player-connect" connection: guid=612489897363730055 ip=164.76.109.16 steam-id=76561198226339992 access= username="monicao da 13" connection-type="Steam"
LOG  : General     , 1681182005485> 11.415.376> User:'monicao da 13' ip:164.76.109.16 is trying to connect
LOG  : General     , 1681182005486> 11.415.377> Warning, root node parent is always null.
LOG  : Network     , 1681182005486> 11.415.378> [11-04-23 00:00:05.486] > ZNet: BUpdateUserData 'monicao da 13' id=76561198226339992
LOG  : Network     , 1681182005487> 11.415.379> [11-04-23 00:00:05.487] > ConnectionManager: [fully-connected] "" connection: guid=612489897363730055 ip=164.76.109.16 steam-id=76561198226339992 access= username="monicao da 13" connection-type="Steam"
LOG  : Network     , 1681182007039> 11.416.931> [11-04-23 00:00:07.039] > ConnectionManager: [receive-packet] "login-queue-request" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
DEBUG: Multiplayer , 1681182007677> 11.417.568> RequestDataPacket.doProcessRequest  > Descriptors 4010b
DEBUG: Multiplayer , 1681182007835> 11.417.726> RequestDataPacket.doProcessRequest  > MetaGrid 818797b
DEBUG: Multiplayer , 1681182008622> 11.418.514> RequestDataPacket.doProcessRequest  > MapZone 869791b
LOG  : General     , 1681182009020> 11.418.911> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1681182009298> 11.419.190> RequestDataPacket.doProcessRequest  > PlayerZombieDescriptors 3610b
DEBUG: Multiplayer , 1681182009325> 11.419.217> RequestDataPacket.doProcessRequest  > RadioData 12620b
LOG  : General     , 1681182009635> 11.419.526> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : General     , 1681182014020> 11.423.912> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681182018624> 11.428.516> [11-04-23 00:00:18.624] > ConnectionManager: [receive-packet] "login-queue-done" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
LOG  : Network     , 1681182018624> 11.428.516> [11-04-23 00:00:18.624] > ConnectionManager: [send-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1681182018656> 11.428.547> [11-04-23 00:00:18.656] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1681182018657> 11.428.549> [11-04-23 00:00:18.657] > ConnectionManager: [send-packet] "checksum-packet-2" connection: null
LOG  : Network     , 1681182018695> 11.428.586> [11-04-23 00:00:18.695] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: null
LOG  : General     , 1681182019120> 11.429.012> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681182022522> 11.432.413> [11-04-23 00:00:22.522] > ConnectionManager: [receive-packet] "player-connect" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
LOG  : General     , 1681182022522> 11.432.414> User:'joaoZinBALATENSA' ip:62.136.157.165 is trying to connect
LOG  : General     , 1681182022523> 11.432.414> Warning, root node parent is always null.
LOG  : Network     , 1681182022524> 11.432.415> [11-04-23 00:00:22.524] > ZNet: BUpdateUserData 'joaoZinBALATENSA' id=76561198082500592
