DEBUG: General     , 1681170763087> 172.989> LoggerManager.init                  > Initializing...
LOG  : Network     , 1681182022525> 11.432.416> [11-04-23 00:00:22.525] > ConnectionManager: [fully-connected] "" connection: guid=990792194107091926 ip=62.136.157.165 steam-id=76561198082500592 access= username="joaoZinBALATENSA" connection-type="Steam"
LOG  : General     , 1681182023181> 11.433.072> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182023181> 11.433.072> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182023181> 11.433.072> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182023181> 11.433.073> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182024120> 11.434.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182029120> 11.439.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182034220> 11.444.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182039320> 11.449.211> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182044320> 11.454.211> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182049420> 11.459.311> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182054520> 11.464.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182059520> 11.469.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182064620> 11.474.512> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182069619> 11.479.511> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182074624> 11.484.515> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182079720> 11.489.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182084720> 11.494.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182089720> 11.499.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182094720> 11.504.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182099720> 11.509.611> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182104820> 11.514.712> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182109820> 11.519.712> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182114920> 11.524.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182115782> 11.525.673> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182115782> 11.525.673> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182115782> 11.525.673> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182115782> 11.525.673> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182116981> 11.526.872> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182116981> 11.526.872> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182116981> 11.526.872> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182116981> 11.526.873> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182120020> 11.529.911> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182125022> 11.534.914> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182130020> 11.539.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182135010> 11.544.902> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182140120> 11.550.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182145225> 11.555.117> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182150222> 11.560.113> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182155320> 11.565.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182160420> 11.570.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182165508> 11.575.401> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182170520> 11.580.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182175621> 11.585.513> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182180134> 11.590.025> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182180134> 11.590.026> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182180134> 11.590.026> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182180134> 11.590.026> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182180622> 11.590.513> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182181684> 11.591.576> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182181684> 11.591.576> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182181684> 11.591.576> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182181684> 11.591.577> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182185703> 11.595.595> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182190704> 11.600.595> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182195720> 11.605.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182200720> 11.610.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182205720> 11.615.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182210820> 11.620.712> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182215920> 11.625.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182221020> 11.630.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182226020> 11.635.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182231020> 11.640.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182236119> 11.646.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182236997> 11.646.889> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182236998> 11.646.889> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182236998> 11.646.890> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182236998> 11.646.890> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182241220> 11.651.111> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182246319> 11.656.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182251320> 11.661.211> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182256420> 11.666.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182261419> 11.671.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182266520> 11.676.411> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182271520> 11.681.411> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182276520> 11.686.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182281520> 11.691.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182286520> 11.696.411> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182291620> 11.701.511> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182296620> 11.706.511> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182300146> 11.710.038> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182300146> 11.710.038> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182300146> 11.710.038> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182300146> 11.710.039> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182301719> 11.711.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182301849> 11.711.740> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182301849> 11.711.741> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182301850> 11.711.741> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182301850> 11.711.741> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182303581> 11.713.473> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182303581> 11.713.473> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182303581> 11.713.473> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182303581> 11.713.473> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182306821> 11.716.712> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182311820> 11.721.711> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182316920> 11.726.811> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182321919> 11.731.811> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182326920> 11.736.811> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182332020> 11.741.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182337020> 11.746.912> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182342120> 11.752.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182347120> 11.757.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182352120> 11.762.012> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182357220> 11.767.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182362220> 11.772.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182367220> 11.777.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182372220> 11.782.111> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182377320> 11.787.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182382320> 11.792.211> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182387320> 11.797.212> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182392420> 11.802.311> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182397420> 11.807.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182402420> 11.812.311> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182407520> 11.817.411> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182412520> 11.822.412> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182417620> 11.827.512> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182420901> 11.830.792> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182420901> 11.830.793> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182420901> 11.830.793> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182420902> 11.830.793> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182421100> 11.830.991> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182421100> 11.830.991> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182421100> 11.830.991> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182421100> 11.830.992> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182422620> 11.832.511> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182427720> 11.837.611> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182432809> 11.842.701> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182437903> 11.847.795> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182442920> 11.852.812> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182448020> 11.857.911> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182453020> 11.862.911> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182458047> 11.867.938> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681182458047> 11.867.938> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681182458047> 11.867.938> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681182458047> 11.867.939> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681182458120> 11.868.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182463120> 11.873.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182468120> 11.878.011> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681182473220> 11.883.111> command entered via server console (System.in): "ping@pong"
